 0.01969  0.00617 -152.25199 -0.01908  0.00004  0.00617
 0.99996  0.01000 -0.00806  0.99960  0.00005  0.01000
 0.99996  0.01000 -0.00702  0.99963  0.00005  0.01000
 0.99997  0.01000 -0.00617  0.99966  0.00005  0.01000
 0.99997  0.01000 -0.00546  0.99968  0.00005  0.01000
 0.99998  0.01000 -0.00487  0.99970  0.00005  0.01000
 0.99998  0.01000 -0.00437  0.99971  0.00005  0.01000
 0.99998  0.01000 -0.00395  0.99973  0.00005  0.01000
 0.99998  0.01000 -0.00326  0.99976  0.00005  0.01000
 0.99999  0.01000 -0.00274  0.99978  0.00005  0.01000
 0.99999  0.01000 -0.00234  0.99980  0.00005  0.01000
 0.99999  0.01000 -0.00201  0.99981  0.00005  0.01000
 0.99999  0.01000 -0.00175  0.99982  0.00005  0.01000
